name,industry,employeeCount
Dalton Ag Products Inc,Mechanical Or Industrial Engineering,24
Dalton Flooring Gallery,Consumer Goods,1
Damcosoft,Information Technology & Services,133
Dana Incorporated,Automotive,13714
Danarys New York,Apparel & Fashion,7
Dandy,Computer Software,745
Danfoss,Mechanical Or Industrial Engineering,20790
Dankmeyer Prosthetics & Orthotics,Hospital & Health Care,15
Darktrace,Computer & Network Security,2465
DART (Dallas Area Rapid Transit),Transportation/Trucking/Railroad,2443
Dartmouth College,Higher Education,5522
Darwin Homes,Real Estate,126
Dashing Diva,Cosmetics,98
"Data Intelligence, LLC",Computer Software,73
Datadog,Computer Software,5545
DATAECONOMY,Information Technology & Services,256
DataEdge Consulting,Information Technology & Services,13
"DatamanUSA, LLC",Information Technology & Services,146
DataSkate,Information Technology & Services,197
"DataStaff, Inc.",Staffing & Recruiting,64
DataVox,Information Technology & Services,266
Davalyn Corporation,Staffing & Recruiting,18
"David A. Kleinman, D.M.D",Medical Practice,0
David Yurman,Luxury Goods & Jewelry,1353
David's Bridal,Retail,5621
Davis Polk & Wardwell LLP,Law Practice,2254
DaVita Kidney Care,Hospital & Health Care,33814
Dawson Logistics,Logistics & Supply Chain,84
Day & Zimmermann,Construction,3599
"Daydreamer Outsourcing, LLC",Outsourcing/Offshoring,6
DBHW Wealth Partners,Financial Services,25
DBSI Services,Staffing & Recruiting,81
De Marillac Academy,Primary/Secondary Education,35
Dealer Tire,Automotive,1299
Dealers Electrical Supply,Wholesale,409
Dean Transportation,Transportation/Trucking/Railroad,506
Deborah Brosnan & Associates,Environmental Services,4
DECA Dental Group,Hospital & Health Care,331
Deering Companies,Real Estate,5
Defense Company,Information Technology & Services,152
Del Frisco's Restaurant Group,Restaurants,666
Del Taco,Restaurants,3694
Delaware North,Hospitality,11141
Deloitte,Management Consulting,437314
Delta Dallas,Staffing & Recruiting,79
"DeltaHawk Engines, Inc.",Aviation & Aerospace,37
Deltek,Computer Software,3727
Deluxe,Financial Services,4919
"DeLuz Autobody, LLC",Consumer Services,2
Demant,Medical Device,4659
"Denken Solutions, Inc.",Information Technology & Services,494
Dennis & Co. Auto Group,Automotive,68
Dental Care Alliance,Hospital & Health Care,1075
"Dental Medical Careers, Inc.",Staffing & Recruiting,44
DentaQuest,Hospital & Health Care,1399
Department for Business and Trade,Government Administration,5856
Deployable Technologies LLC,Computer Software,3
DEQTAL,Management Consulting,10
Dermatology Recruiters®,Staffing & Recruiting,6
Derris,Public Relations & Communications,85
Des Moines Public Schools,Education Management,3232
Desai Law APC,Law Practice,4
Descanso Gardens Foundation,Museums & Institutions,40
Desert Financial Credit Union,Financial Services,963
Desert Valley Ent,Medical Practice,17
Desert Valley Hospital & Medical Group,Hospital & Health Care,399
Design Force Marketing,Marketing & Advertising,9
Design Partners,Graphic Design,52
designory,Marketing & Advertising,569
Destination by Hyatt,Hospitality,487
Destinations for the Adventurer,"Leisure, Travel & Tourism",1
Detroit Engineered Products,Automotive,381
Detroit Manufacturing Systems (DMS),Consumer Goods,585
Deutsche Bank,Financial Services,65967
DevCare Solutions,Information Technology & Services,369
Devon Energy,Oil & Energy,4187
"DevTech Systems, Inc.",International Trade & Development,189
Dewberry,Information Technology & Services,2599
Dexcom,Medical Device,5741
Dexian,Information Technology & Services,3172
DFM & Associates,Law Practice,4
DFS Group Limited,Retail,3343
DGA Security,Security & Investigations,196
DHL Express,Transportation/Trucking/Railroad,24872
DHL Supply Chain,Transportation/Trucking/Railroad,58912
DIA,Pharmaceuticals,438
Diamond,Entertainment,1967
Diamond Crown Cabinetry,Design,3
Diamond Peak Recruiting,Staffing & Recruiting,27
Diamond V,Biotechnology,232
Diamond View - Creative Video Agency,Media Production,35
Diamondpick,Information Services,857
Diati Staffing,Staffing & Recruiting,6
"Diazyme Laboratories, Inc.",Biotechnology,86
DICK'S Sporting Goods,Retail,25742
"Dietz, Gilmor & Chazen",Law Practice,76
Digest Media,Media Production,11
"DigiDoc, Inc. dba Public Sector Solutions Group",Information Technology & Services,27
"DigiFlight, Inc.",Information Technology & Services,170
"DigiFX, LLC",Media Production,4
Digital Divide Data (DDD),Information Technology & Services,899
Digital Gaming Corporation,Computer Software,202
Digital Realty,Information Technology & Services,3456
Digital Room,Internet,347
Digitas North America,Marketing & Advertising,2555
Digitive,Staffing & Recruiting,36
DigiTran Technologies Inc.,Information Technology & Services,13
DigniFi,Financial Services,94
Dignity Health,Hospital & Health Care,28191
Diligente Technologies,Staffing & Recruiting,32
DiLytics,Information Technology & Services,78
Dimiour,Information Technology & Services,135
Direct Auto Insurance,Insurance,1009
Direct Supply,Hospital & Health Care,1431
"Directional Services, Inc.",Utilities,119
Directors Guild of America,Entertainment,1056
Discount Tire,Automotive,7494
Discovery Land Company,Real Estate,773
Discovery Living Inc,Individual & Family Services,67
Discovery Senior Living,Real Estate,481
DISH Network,Telecommunications,22952
Distinctive Hospitality Group,Hospitality,39
District Partners,Staffing & Recruiting,11
DISYS,Information Technology & Services,2154
Diverse Lynx,Computer Software,745
Diverse Staffing,Staffing & Recruiting,366
"Diversified Safety Services, LLC.",Construction,54
DivIHN Integration Inc,Computer Software,141
Divinity Event Productions,Events Services,8
DL1961 Premium Denim,Apparel & Fashion,48
DLA Piper,Law Practice,12898
DLH Fluid Power Inc.,Mechanical Or Industrial Engineering,1
DMS VISION Inc,Staffing & Recruiting,22
DNA Partners,Staffing & Recruiting,2
dnata,Airlines/Aviation,17598
DO & CO AG,Hospitality,2898
DocCafe,Staffing & Recruiting,20
Doctors Hospital of Augusta,Hospital & Health Care,525
DocuSign,Computer Software,7629
Dolan Law Group PC,Law Practice,1
Dolce Bakery,Retail,33
Dollar General,Retail,68212
Domini Impact Investments LLC,Financial Services,19
Dominion Energy,Utilities,26665
Domino's,Restaurants,72511
Donatech Corporation,Staffing & Recruiting,80
"Donato Technologies, Inc.",Information Technology & Services,129
Donor Network West,Hospital & Health Care,329
Donovan & Watkins,Staffing & Recruiting,67
DoorDash,Computer Software,49933
dormakaba Americas,Building Materials,964
Douglas County Board of Commissioners,Government Administration,70
"Douglas Electrical Components, Inc.",Electrical & Electronic Manufacturing,38
Douglas Emmett,Real Estate,514
Dover Precision Components,Oil & Energy,252
Dow,Chemicals,43847
Dowbuilt,Construction,259
DPI Specialty Foods,Wholesale,840
Dr Christy Kane LLC,Mental Health Care,0
Dream Energy Services,Utilities,2
Dresser Utility Solutions,Utilities,226
"DrFirst, Inc.",Hospital & Health Care,437
Drive DeVilbiss Healthcare,Medical Device,797
Driven Brands Inc.,Automotive,1292
DroomDroom,Broadcast Media,10
Dropper,Management Consulting,1
DSB Rock Island,Accounting,60
DSJ Global,Information Technology & Services,349
DTiQ,Information Technology & Services,296
DUAL North America,Insurance,464
Duality Biologics,Biotechnology,18
Duct Dynasty Clean Air Corporation,Facilities Services,11
Duluth Trading Company,Apparel & Fashion,1206
Duncan Bergman Mandell,Law Practice,7
Dup15q Alliance,Non-profit Organization Management,10
Duquesne Light Company,Utilities,1283
"Dustcon Solutions, Inc.",Mechanical Or Industrial Engineering,8
DVG Partners,Venture Capital & Private Equity,7
DVS LED Systems,Electrical & Electronic Manufacturing,2
DWS Group,Financial Services,3543
Dwyer & Knight Law Firm,Law Practice,12
DXC Technology,Information Technology & Services,89966
DXU Architects,Architecture & Planning,51
"Dymium, Inc",Computer & Network Security,5
"Dynamic Systems Technology, Inc. (DysTech)",Information Technology & Services,205
Dynamite Jobs,Human Resources,28
Dyno Nobel,Mining & Metals,2197
DynPro Inc.,Information Technology & Services,578
Dyte,Computer Software,58
DZConneX,Staffing & Recruiting,142
"E2 Consulting Engineers, Inc.",Utilities,445
E3 OMI,Environmental Services,122
e-Business International Inc,Information Services,357
E-IT,Information Technology & Services,70
E-J Electric Installation Co.,Construction,361
E-Solutions,Information Technology & Services,1471
"E&B Paving, Inc.",Construction,283
EA Team Inc,Information Technology & Services,217
Early Transition In Tech Association,Non-profit Organization Management,2
EarnIn,Financial Services,359
EarthCam,Computer Software,161
East Baton Rouge Sheriff's Office,Law Enforcement,296
East Bay Regional Park District,Government Administration,626
East Lyme Psychological Associates,Medical Practice,7
East West Bank,Banking,3688
Easterseals MORC,Non-profit Organization Management,574
Easterseals Southern California,Non-profit Organization Management,1247
Eastman,Chemicals,10504
"Easton Architects, LLP",Architecture & Planning,12
Eastridge Workforce Solutions,Staffing & Recruiting,950
Eastward Partners Inc.,Staffing & Recruiting,17
EasyChator,Information Technology & Services,3
Eating Recovery Center,Mental Health Care,1552
Eaze,Consumer Services,311
eBay,Computer Software,19038
Ebenezer,Hospital & Health Care,1343
"EBMEIER ENGINEERING, LLC",Civil Engineering,10
eBusiness Technologies Corp.,Information Technology & Services,12
eCapital Corp.,Financial Services,414
Èccolo,Wholesale,36
Echo IT Solutions,Information Technology & Services,91
Eckerd Connects,Non-profit Organization Management,858
Eclaro,Information Technology & Services,951
Eco Beach City,Real Estate,10
ecoATM Gazelle,Information Technology & Services,376
Ecoer,Mechanical Or Industrial Engineering,21
ECOM,Information Technology & Services,215
Econolite,Transportation/Trucking/Railroad,272
Ecumen,Hospital & Health Care,1014
"edBridge Partners, LLC",Education Management,7
"EDDA Technology, Inc.",Information Technology & Services,30
Eddie Bauer,Retail,2743
Edelman,Public Relations & Communications,6720
Edelman DXI,Research,427
Edelman Financial Engines,Financial Services,1331
Eden Rift Vineyards,Wine & Spirits,11
EDG,Oil & Energy,905
"EDGECo Holdings, LP",Financial Services,79
EdgeLink,Staffing & Recruiting,84
EdgeRock Wealth Management,Financial Services,14
"Edgewater Federal Solutions, Inc.",Information Technology & Services,296
Edgewise Therapeutics,Biotechnology,73
Edible Arrangements,Retail,3264
Edify Technologies,Information Technology & Services,80
Editech Staffing,Staffing & Recruiting,25
Edlin Gallagher Huie + Blum,Law Practice,61
Educational Media Foundation K-LOVE & Air1 Media Networks,Broadcast Media,571
Educology Solutions,Information Technology & Services,13
Edward Jones,Financial Services,39710
Edwards Lifesciences,Medical Device,12422
Edwardsburg Sports Complex,Non-profit Organization Management,3
Effectv,Marketing & Advertising,2159
EG Life Sciences,Management Consulting,65
Egencia,"Leisure, Travel & Tourism",2917
Egnyte,Computer Software,1013
Egon Zehnder,Management Consulting,3084
EHS Recruiting Company,Staffing & Recruiting,136
Ehub Global Inc,Information Technology & Services,36
eighteentwentysix,Entertainment,24
eJAmerica,Information Technology & Services,88
Eklego Workforce Solutions,Human Resources,26
ektello,Staffing & Recruiting,82
"El Pollo Loco, Inc.",Restaurants,2626
Elan Jewels,Luxury Goods & Jewelry,9
Elastic,Computer Software,3532
Elbit Systems of America,Defense & Space,1695
Elder Creek Design Studios,Design,3
Electri-Cord Manufacturing,Electrical & Electronic Manufacturing,271
Electronic Payment Exchange (EPX),Financial Services,49
Element Materials Technology,Mechanical Or Industrial Engineering,4785
Element3 Health,Hospital & Health Care,39
Elements Massage Therapy,"Health, Wellness & Fitness",9
Elevance Health,Hospital & Health Care,41120
Elevate,Management Consulting,189
Elevate Digital,Management Consulting,126
ELEVATED Cryo USA,"Health, Wellness & Fitness",2
Elevations Credit Union,Banking,609
Eleven Recruiting,Staffing & Recruiting,12
Eli Lilly and Company,Pharmaceuticals,41445
Eliassen Group,Information Technology & Services,1207
Elie Creative,Media Production,2
Elite Health Partners,"Health, Wellness & Fitness",15
"Elite Pipe Services & Rental LLC,",Oil & Energy,9
Elite Source Partners LLC,Staffing & Recruiting,0
Elite Sourcing US,Staffing & Recruiting,3
Elite Staffing Solutions Wichita,Staffing & Recruiting,18
Elkay Interior Systems,Design,336
Ellie Mental Health,Mental Health Care,626
Elwyn,Individual & Family Services,2113
EmblemHealth,Insurance,2742
Embodied Wellness Center,Mental Health Care,2
EMBREY,Real Estate,401
EMC Financial,Financial Services,11
Emerald,Marketing & Advertising,1103
emnify,Telecommunications,176
Emonics LLC,Staffing & Recruiting,836
Emory Healthcare,Hospital & Health Care,13162
Emory University,Higher Education,13962
Empire Sales Group,Management Consulting,16
Employbridge,Staffing & Recruiting,2155
Employment Development Department,Government Administration,3164
Employvision Inc.,Staffing & Recruiting,48
Empower,Financial Services,10713
Empower Professionals Inc,Information Technology & Services,77
"Empower Title, LLC",Real Estate,9
Emser Tile,Building Materials,845
enableIT,Information Technology & Services,34
Enbridge,Oil & Energy,10739
Encore,Events Services,7962
"Encore Luxury Coach, LLC",Transportation/Trucking/Railroad,6
Encore Technologies,Information Technology & Services,280
"Endo Technologies, LLC",Medical Device,9
Enel North America,Renewables & Environment,485
"Enercon Services, Inc.",Utilities,1629
"Energy Choice, Inc.",Computer Software,5
Energy Resourcing America,Staffing & Recruiting,11
EnergyHub,Computer Software,144
Enfec,Information Technology & Services,112
Enfycon Inc,Information Technology & Services,7
ENG Infotech Corp.,Information Technology & Services,50
Engage Partners Inc.,Staffing & Recruiting,73
Engage PEO,Human Resources,180
ENGIE North America Inc.,Renewables & Environment,3183
"Engineering Search Partners, Inc.",Human Resources,10
English Meadows Senior Living,Hospital & Health Care,96
Enilram Creative Solutions LLC,Management Consulting,2
"enLabel Global Services, Inc.",Computer Software,29
ennVee TechnoGroup Inc,Information Technology & Services,258
Enterprise Bank & Trust,Banking,1430
Enterprise Center,Entertainment,80
Enterprise EQ,Staffing & Recruiting,10
Enterprise Solutions Inc.,Information Technology & Services,712
Entrée,Food & Beverages,15
Envision Health,Management Consulting,40
Envision Healthcare,Hospital & Health Care,3741
Envision Physician Services,Hospital & Health Care,2273
Envision Technology Solutions,Information Technology & Services,26
EPAM Systems,Information Technology & Services,61120
"EPC STAFF Acquisition and Development, LLC",Staffing & Recruiting,12
Epcon Communities,Real Estate,217
"Epcon Industrial Systems, LP",Environmental Services,38
Epic Games,Computer Games,9365
Epic Placements,Staffing & Recruiting,11
EpicVue,Transportation/Trucking/Railroad,12
"Epionce / Episciences, Inc.",Cosmetics,55
Epiq,Law Practice,7062
Episcopal Communities & Services,Non-profit Organization Management,36
EPITEC,Staffing & Recruiting,585
EPM Scientific,Information Technology & Services,286
Epoca International LLC,Wholesale,81
Epredia,Biotechnology,725
EPRI,Utilities,1998
EPS School Specialty,Education Management,98
Epsilon,Marketing & Advertising,9061
Epson America Inc.,Consumer Electronics,1407
Equifax,Financial Services,14190
Equinix,Internet,12785
Equinor,Oil & Energy,13867
Equipment Depot,Machinery,1492
EquipmentShare,Construction,2065
Equitable,Financial Services,2948
Equitable Advisors,Financial Services,3571
"Equity LifeStyle Properties, Inc.",Real Estate,1495
Equity Staffing Group,Staffing & Recruiting,98
Eradivir,Biotechnology,9
"Eric L. Davis Engineering, Inc.",Architecture & Planning,95
Erickson Incorporated,Aviation & Aerospace,491
Erickson Senior Living,Hospital & Health Care,4269
Ericsson,Information Technology & Services,111798
ERM,Management Consulting,9564
ERMCO-ECI,Electrical & Electronic Manufacturing,323
"Ernest Sports, Inc.",Retail,14
EROS Technologies Inc,Human Resources,129
ESAB,Machinery,2878
ESET North America,Computer Software,187
ESP Personnel,Hospital & Health Care,223
Essity,Consumer Goods,15335
eStaff LLC,Staffing & Recruiting,9
Estrin Legal Staffing,Staffing & Recruiting,7
Esys The Energy Control Company,Oil & Energy,26
ETalentNetwork,Staffing & Recruiting,234
eTeam,Staffing & Recruiting,2818
etf.com,Financial Services,51
"Ethan Allen Global, Inc.",Retail,2697
"Ethan Allen Retail, Inc.",Design,209
Ethos BeathChapman,Staffing & Recruiting,139
ETHOS Event Collective,Events Services,87
Eurasia Group,International Affairs,412
Eurofins Lancaster Laboratories,Biotechnology,3111
EV Connect,Renewables & Environment,134
Evalueserve,Information Technology & Services,6070
Evenly,Biotechnology,70
Eventeny,Computer Software,36
Eventide Senior Living Communities,Hospital & Health Care,222
Evercore,Investment Banking,2727
Everest,Insurance,3392
Evernorth Health Services,Hospital & Health Care,3143
EVERSANA,Pharmaceuticals,3998
Everseal Coatings,Construction,4
EverVet Partners,Non-profit Organization Management,46
Everyday Health Group,Internet,1369
Evident Scientific,Electrical & Electronic Manufacturing,1074
Evoqua Water Technologies,Environmental Services,3444
Evoque,Information Technology & Services,208
Exact Sciences,Biotechnology,5201
ExamWorks,Insurance,575
Exarca Inc.,Computer Software,104
Exaways Corporation,Staffing & Recruiting,38
"Excel Partners, Inc.",Staffing & Recruiting,68
Excelerate Capital,Financial Services,125
Excelitas Technologies Corp.,Electrical & Electronic Manufacturing,3020
Excelon Solutions,Information Technology & Services,166
ExecuSource,Staffing & Recruiting,93
Executive Alliance,Staffing & Recruiting,70
Exelon,Utilities,17957
Exhale Spa,"Health, Wellness & Fitness",372
Eximious,Outsourcing/Offshoring,166
EXL,Information Technology & Services,29737
Expedia Group,Computer Software,22255
Experian,Information Services,16829
Experis,Staffing & Recruiting,9271
Expert Dojo,Venture Capital & Private Equity,88
Explorer Development Center,Individual & Family Services,15
Express 4x4 Truck Rental,Transportation/Trucking/Railroad,23
"Express Employment Professionals - Wausau, WI",Staffing & Recruiting,4
"Express Employment Professionals – Irvine, CA",Staffing & Recruiting,16
"Express Employment Professionals Visalia, CA",Staffing & Recruiting,25
Express Healthcare Professionals of South Florida,Staffing & Recruiting,5
Express Oil Change & Tire Engineers,Automotive,1152
Extend Information Systems Inc.,Information Technology & Services,45
Extreme Engineering Solutions,Computer Hardware,362
ExxonMobil,Oil & Energy,59558
EyeCare Partners,Hospital & Health Care,832
EyeOTmonitor,Computer Software,2
EZTEK Associates,Staffing & Recruiting,7
FA Talent - A FESCO Adecco Company,Human Resources,213
FabFitFun,Consumer Services,535
"Fabiani Cohen & Hall, LLP",Law Practice,37
FactoryFix,Consumer Goods,87
Faegre Drinker,Law Practice,1734
Faherty Brand,Apparel & Fashion,359
Fairfield Residential,Real Estate,1377
"Fairmont Orchid, Hawaii",Hospitality,201
"Fairview Search Group, LLC",Staffing & Recruiting,7
"Faith Lutheran Church, Golden CO",Religious Institutions,8
Falcon IT & Staffing Solutions,Staffing & Recruiting,33
Falcon Smart IT (FalconSmartIT),Information Technology & Services,31
Family Life Counseling and psychiatric services,Mental Health Care,42
Family Service of Rhode Island,Mental Health Care,218
FandomX,Sports,5
Fannie Mae,Financial Services,12040
Farm Credit Services of America,Financial Services,1575
Farmacy Beauty,Cosmetics,128
Farmer Brothers,Food & Beverages,3146
"Farmers & Merchants Bank (Berlin, WI)",Banking,27
Farmers Insurance,Insurance,53065
Fast ESA Letter,Non-profit Organization Management,4
FastTek Global,Information Technology & Services,89
Fastvan Courier,Transportation/Trucking/Railroad,1
Fathom Realty,Real Estate,4302
Faulconer Construction,Construction,153
Faurecia,Automotive,33798
Federal Home Loan Bank of Des Moines,Financial Services,392
Federal Motor Carrier Safety Administration,Government Administration,334
Federal Reserve Bank of Chicago,Banking,1653
Federal Reserve Bank of Minneapolis,Banking,1008
Federal Student Aid an Office of the U.S. Department of Education,Government Administration,565
Federated Insurance,Insurance,2453
FedEx Ground,Package/Freight Delivery,53957
FedEx Logistics,Transportation/Trucking/Railroad,2749
FedEx Office,Printing,9695
Feet First Partners - Franchisee of The Good Feet Store,"Health, Wellness & Fitness",11
Fellow,Consumer Goods,127
Fellowship of Christian Athletes,Non-profit Organization Management,2141
Ferguson Enterprises,Wholesale,18018
Ferguson Fire & Fabrication,Wholesale,0
"Ferraro Spine & Rehabilitiation, PC",Medical Practice,10
Ferrellgas,Oil & Energy,1571
Ferreri Search,Staffing & Recruiting,5
Ferring Pharmaceuticals,Pharmaceuticals,5608
Ferroglobe PLC,Mining & Metals,427
Feuji Inc,Information Technology & Services,252
FHI 360,International Trade & Development,8425
FICO,Computer Software,3505
Fidelis Care,Hospital & Health Care,2169
Fidelis Companies,Staffing & Recruiting,30
Fidelity Investments,Financial Services,71885
"FieldRoutes, a ServiceTitan company",Information Technology & Services,278
"FIFA World Cup 2026™ - Canada, Mexico & USA ",Sports,24
Fighting for My Voice,Higher Education,3
Finance in a Box,Accounting,24
Find Great People | FGP,Staffing & Recruiting,285
finEQUITY,Financial Services,10
"Finer Recruiting, LLC",Staffing & Recruiting,6
Finley Wealth Advisors,Financial Services,2
Finsight Group Inc (FINSIGHT),Financial Services,102
FinTap,Financial Services,13
Fiona Hutton & Associates,Public Relations & Communications,27
Firmo Construction,Construction,27
First Abu Dhabi Bank (FAB),Banking,14107
First Bank NJ,Banking,162
First Baptist Church Forney,Religious Institutions,0
First Beacon Group LLC,Human Resources,3
First Citizens Bank,Banking,9248
First Fed,Banking,414
First Federal Bank of LA,Banking,124
First Financial Bank,Banking,2184
First Financial Bank Texas,Banking,996
"First Heritage Mortgage, LLC",Financial Services,183
First Home Mortgage,Financial Services,609
First Horizon Bank,Financial Services,6436
First Impression Recruiting,Staffing & Recruiting,1
First Legal,Law Practice,352
First Solar,Renewables & Environment,4466
First Source,Staffing & Recruiting,115
First Source Recruiting,Staffing & Recruiting,0
First Tech Federal Credit Union,Financial Services,1514
"First Tek, Inc.",Information Technology & Services,250
FirstChoice Hiring,Staffing & Recruiting,12
FirstEnergy,Utilities,6323
FirstService Residential,Real Estate,8503
FirstService Residential Arizona,Real Estate,125
FirstService Residential Florida,Real Estate,1936
FirstService Residential Texas,Real Estate,229
FIS,Information Technology & Services,47151
Fiserv,Information Technology & Services,34702
Fish & Richardson P.C.,Law Practice,1397
Fit Recruiting,Staffing & Recruiting,3
Fitch Ratings,Financial Services,3296
Five Star Senior Living,Hospital & Health Care,2882
Fivetran,Computer Software,1184
Flagship Pioneering,Biotechnology,578
Flagstar Bank,Banking,5736
FLEETCOR,Financial Services,6858
FleishmanHillard,Public Relations & Communications,2509
"Flesch Engineering, LLC.",Civil Engineering,15
Flex,Electrical & Electronic Manufacturing,45910
FlexDex Surgical,Medical Device,27
Flexicrew Technical Services,Staffing & Recruiting,20
Flexport,Transportation/Trucking/Railroad,3508
Flexton Inc.,Information Technology & Services,130
Flight Centre,"Leisure, Travel & Tourism",484
Flight Centre Travel Group,"Leisure, Travel & Tourism",8353
"Flight Centre Travel Group, The Americas","Leisure, Travel & Tourism",296
Flint Hills Resources,Oil & Energy,2758
Florida Atlantic University,Higher Education,6458
Florida Cancer Specialists & Research Institute,Hospital & Health Care,2232
Florida Crystals,Food Production,526
Florida Health Care Plans,Hospital & Health Care,534
Florida Institute of CPAs (FICPA),Accounting,79
Florida International University,Higher Education,11000
Florida National Guard,Military,449
Flourish Health,Mental Health Care,15
Flow Wine Group,Marketing & Advertising,149
Flowcode,Computer Software,160
FlowerHire,Staffing & Recruiting,68
Flowserve Corporation,Mechanical Or Industrial Engineering,13266
FlowWest,Environmental Services,25
FLSmidth,Mechanical Or Industrial Engineering,13999
"Fluid Cooling Systems, LLC.",Mechanical Or Industrial Engineering,7
Fluidra North America,Consumer Goods,468
Fluke Corporation,Electrical & Electronic Manufacturing,3102
Fluor Corporation,Construction,33260
"FLUVITEX USA, Inc.",Textiles,28
Flynn Group of Companies,Construction,1641
Flywheel Publishing,Internet,25
Flywire,Financial Services,1013
"Focal Point, LLC",Electrical & Electronic Manufacturing,218
"Focus Financial Network, Inc.",Financial Services,135
Focus on the Family,Non-profit Organization Management,1069
FocusCFO®,Management Consulting,157
Focuz Mindz Inc.,Information Technology & Services,36
Fohr,Marketing & Advertising,102
Folk Williams Financial Management,Accounting,7
"Food for the Hungry, Inc.",Non-profit Organization Management,1895
Food Talent Solutions,Food & Beverages,1
Forbright Bank,Banking,372
ForceBrands,Staffing & Recruiting,72
forceMAJEURE Design,Design,33
Forefront Dermatology,Hospital & Health Care,860
"Foresight Planning & Engineering Services, LLC",Civil Engineering,28
Forestar Group Inc.,Real Estate,272
Forever 21,Apparel & Fashion,18118
Forge,Financial Services,299
Forge Manufacturing Solutions,Machinery,7
Form3,Financial Services,491
Formidium,Financial Services,865
Formulated Solutions,Pharmaceuticals,311
Forrest Solutions,Staffing & Recruiting,557
Forrest T. Jones & Company,Insurance,239
Fors Marsh,Management Consulting,418
Fort Point LLC,Staffing & Recruiting,9
Fortescue Future Industries,Renewables & Environment,1094
Fortive,Electrical & Electronic Manufacturing,13239
Fortra,Computer Software,1565
Fortune Brands Innovations,Consumer Goods,2488
fortyseven communications,Public Relations & Communications,61
FORVIS,Accounting,7162
Forwood Safety,Public Safety,57
Foster McKay,Staffing & Recruiting,24
Foundation Partners Group,Individual & Family Services,267
Four Seasons Hotels and Resorts,Hospitality,30545
Foureyes,Computer Software,96
Fourth Floor,Staffing & Recruiting,121
Fox Factory,Mechanical Or Industrial Engineering,1557
Fox Rent A Car,"Leisure, Travel & Tourism",102
Fox Television Stations,Media Production,1262
FoxFuel Creative,Marketing & Advertising,8
FoxPro Technologies INC,Staffing & Recruiting,40
FPC - FORTUNE PERSONNEL CONSULTANTS (Orlando Office),Staffing & Recruiting,14
Fracht Group,Transportation/Trucking/Railroad,262
Frandson Safety Inc,Oil & Energy,14
Franke Group,Consumer Goods,4023
Frankel Staffing Partners,Staffing & Recruiting,32
Franklin Fitch,Staffing & Recruiting,82
Franklin Law,Law Practice,24
Freddie Mac,Financial Services,10358
Frederick Fox,Staffing & Recruiting,33
Frederick National Laboratory for Cancer Research,Biotechnology,576
Free Country,Apparel & Fashion,88
Free People,Apparel & Fashion,5897
Freedman Law P.C.,Law Practice,8
"Freedom Consulting Group, LLC.",Information Technology & Services,162
Freese and Nichols,Civil Engineering,1113
FreeWill,Internet,235
Fremont Bank,Banking,871
Fresenius Medical Care,Hospital & Health Care,39111
"FreshPoint, Inc.",Food & Beverages,1125
Fresno Madera Farm Credit,Banking,73
"FROM, The Digital Transformation Agency",Management Consulting,93
Fromm Family Foods,Consumer Goods,97
"Frontdoor, Inc.",Consumer Services,650
Frontiers Market,Computer Software,5
Frontlines Financial,Financial Services,2
"FSI Architecture, PC",Architecture & Planning,24
FUJIFILM Diosynth Biotechnologies,Biotechnology,4117
FUJIFILM Holdings America Corporation,Executive Office,5333
"Fulcrum Technology Solutions, LLC",Information Technology & Services,96
FullStack Labs,Information Technology & Services,669
Fulton County Schools,Education Management,7517
Fulwell 73 Productions,Media Production,152
"Fumari, INC",Tobacco,23
Fund for Public Health in NYC,Non-profit Organization Management,115
Fundhomes,Financial Services,8
Funko,Consumer Goods,1200
FuseGlobal Partners,Information Technology & Services,8
FUTEK,Mechanical Or Industrial Engineering,115
Future,Media Production,3290
FX2 Virtual Impact,Pharmaceuticals,18
FYI Solutions,Information Technology & Services,64
G4S,Security & Investigations,88383
G-III Apparel Group,Apparel & Fashion,3297
G-P/Globalization Partners,Computer Software,1652
G.A. Rogers & Associates,Staffing & Recruiting,20
G.A.S. Global,Oil & Energy,164
G&W Electric Co.,Electrical & Electronic Manufacturing,709
"GACC Midwest - German American Chamber of Commerce of the Midwest, Inc.",International Trade & Development,76
"GAI Consultants, Inc.",Civil Engineering,820
Gainwell Technologies,Information Technology & Services,8079
Galactic Minds INC,Information Technology & Services,14
Galaxy i technologies Inc,Information Technology & Services,119
Galliford Try,Construction,3030
Gallop Technology Group,Information Technology & Services,5
Gallup-McKinley County Schools,Primary/Secondary Education,805
Gandara Center,Mental Health Care,474
Gap Power Rental,Machinery,17
GardaWorld,Security & Investigations,15099
Garden For Wildlife,Farming,11
Gardyn,Consumer Goods,83
Garmin,Consumer Electronics,8487
Garry A. Jones & Associates,Accounting,11
Gartner,Information Services,22305
Garver,Civil Engineering,1157
GAT Sport,"Health, Wellness & Fitness",32
gategroup,Airlines/Aviation,9428
Gateway Foundation,Hospital & Health Care,958
Gateway Group Personnel,Staffing & Recruiting,42
Gathr Outdoors,Consumer Goods,88
Gatik,Transportation/Trucking/Railroad,116
Gavin de Becker & Associates,Security & Investigations,484
Gaze,Computer Software,17
GBH,Broadcast Media,1319
GCI Communication Corp.,Telecommunications,1727
GE Digital,Computer Software,3863
GE HealthCare,Hospital & Health Care,53495
GE Power,Renewables & Environment,26963
